Обработка,Интервью с руководителем,СБ,Оформление
0 days 00:00:11,0 days 00:00:01,0 days 03:39:38,0 days 00:01:58
0 days 00:00:12,0 days 00:00:00,0 days 03:30:29,0 days 00:00:07
0 days 00:00:16,0 days 00:00:01,0 days 03:32:40,30 days 17:51:23
0 days 00:00:25,0 days 00:00:00,0 days 03:34:44,36 days 19:06:24
0 days 00:04:29,0 days 00:00:01,0 days 03:15:52,29 days 21:39:40
0 days 00:00:31,4 days 00:11:39,0 days 03:11:43,6 days 22:02:56
0 days 00:00:15,0 days 00:00:00,0 days 03:33:25,10 days 22:07:13
0 days 00:00:47,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:16,10 days 00:08:05,0 days 20:08:10,0 days 00:00:08
0 days 00:00:23,0 days 00:00:01,0 days 03:11:27,21 days 19:11:00
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:28,0 days 00:00:01,0 days 02:59:54,6 days 19:35:19
0 days 00:00:40,0 days 00:00:01,0 days 18:04:13,3 days 19:09:16
0 days 00:00:16,0 days 00:00:01,0 days 03:06:34,1 days 17:15:32
0 days 00:00:16,0 days 00:00:01,0 days 03:00:25,17 days 23:53:28
0 days 00:00:17,0 days 00:00:01,0 days 03:05:25,14 days 18:52:48
0 days 00:00:10,2 days 22:54:28,0 days 04:18:13,5 days 01:43:21
0 days 00:00:25,0 days 00:00:00,0 days 03:02:23,1 days 17:18:32
0 days 00:02:41,2 days 20:39:51,0 days 02:42:01,0 days 00:00:06
0 days 00:00:19,0 days 00:00:01,0 days 02:57:46,0 days 00:00:07
0 days 00:00:14,0 days 00:00:00,0 days 02:52:17,9 days 04:03:22
0 days 00:00:28,4 days 20:23:20,0 days 04:16:14,0 days 00:00:00
0 days 00:00:30,0 days 00:00:00,,0 days 22:21:07
0 days 00:01:47,3 days 23:48:32,0 days 00:00:03,0 days 00:00:51
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:01:12
0 days 00:00:13,0 days 00:00:01,0 days 02:50:44,0 days 00:00:05
0 days 00:03:15,0 days 00:00:01,0 days 00:00:01,0 days 00:00:09
0 days 00:00:43,0 days 00:00:01,0 days 00:00:02,0 days 00:00:33
0 days 00:00:32,90 days 20:40:04,0 days 01:44:32,63 days 23:52:00
0 days 00:00:15,0 days 00:00:00,0 days 02:32:28,0 days 22:53:34
0 days 00:00:29,0 days 00:00:00,,1 days 05:56:53
0 days 00:00:19,3 days 00:53:31,0 days 20:11:06,0 days 00:00:00
0 days 00:00:08,24 days 21:53:01,0 days 04:36:02,0 days 00:00:03
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:21
0 days 00:00:16,0 days 00:00:00,0 days 02:38:21,42 days 19:09:36
0 days 00:00:06,5 days 05:37:55,,8 days 23:14:19
0 days 00:00:38,0 days 00:00:01,0 days 02:38:01,11 days 02:56:19
0 days 00:00:07,4 days 05:09:02,0 days 17:24:18,0 days 00:00:05
0 days 00:01:03,0 days 00:00:01,0 days 02:23:03,0 days 23:07:12
0 days 00:00:18,0 days 00:00:00,0 days 02:30:35,10 days 23:52:27
0 days 00:00:22,5 days 05:17:22,,0 days 00:25:32
0 days 00:00:21,0 days 00:00:01,0 days 02:23:00,14 days 19:49:15
0 days 00:00:55,5 days 04:52:46,0 days 00:00:00,6 days 02:35:28
0 days 00:00:13,0 days 00:00:01,0 days 02:18:33,10 days 00:06:50
0 days 00:00:16,0 days 00:00:01,0 days 02:14:14,15 days 00:20:02
0 days 00:00:19,0 days 00:00:00,0 days 02:05:49,2 days 00:54:36
0 days 00:00:13,0 days 00:00:01,0 days 02:10:00,11 days 01:35:25
0 days 00:00:23,0 days 00:00:01,0 days 02:51:59,0 days 21:36:01
0 days 00:00:23,0 days 00:00:00,0 days 03:39:50,7 days 00:20:45
0 days 00:00:18,0 days 00:00:01,0 days 02:27:27,2 days 00:24:47
0 days 00:00:18,0 days 00:00:01,0 days 03:33:46,9 days 03:56:30
0 days 00:00:07,2 days 20:53:12,0 days 03:56:49,6 days 22:53:51
0 days 00:00:21,2 days 23:58:32,0 days 20:17:04,16 days 00:37:25
0 days 00:00:22,0 days 00:00:01,0 days 03:11:22,7 days 00:51:58
0 days 00:00:36,0 days 00:00:00,0 days 03:35:55,17 days 00:08:22
0 days 00:00:23,0 days 00:00:01,0 days 03:02:52,67 days 00:57:29
0 days 00:00:06,4 days 23:21:46,,0 days 00:00:06
0 days 00:00:39,0 days 00:00:01,0 days 02:57:45,11 days 03:24:39
0 days 00:00:07,12 days 01:40:38,0 days 00:00:02,0 days 00:00:07
0 days 00:00:12,4 days 01:52:05,0 days 18:18:40,0 days 00:00:00
12 days 02:16:56,12 days 02:16:23,8 days 07:04:43,0 days 00:00:06
0 days 00:00:13,0 days 00:00:01,0 days 03:12:09,14 days 01:40:16
0 days 00:02:29,0 days 00:00:01,0 days 03:04:41,119 days 06:38:20
0 days 00:00:17,0 days 00:00:01,0 days 01:56:41,2 days 00:38:19
0 days 00:00:20,0 days 00:00:01,0 days 01:28:47,9 days 03:54:15
0 days 00:00:14,0 days 00:00:01,0 days 03:07:21,7 days 23:22:17
0 days 00:00:38,0 days 00:00:00,0 days 03:02:02,8 days 02:50:31
0 days 00:00:35,0 days 00:00:01,0 days 03:15:34,9 days 01:11:45
0 days 00:00:15,0 days 00:00:00,0 days 03:27:48,9 days 01:25:55
10 days 23:00:17,10 days 23:00:01,10 days 23:00:01,0 days 00:00:14
0 days 00:01:36,0 days 00:00:00,0 days 00:00:01,0 days 00:00:04
13 days 01:38:16,13 days 01:38:03,13 days 01:38:04,0 days 00:00:07
0 days 00:00:14,0 days 00:00:01,0 days 03:00:32,0 days 00:00:06
0 days 00:00:11,2 days 23:53:13,0 days 22:01:19,2 days 01:47:18
0 days 00:00:17,0 days 03:54:23,2 days 17:05:40,19 days 03:16:25
0 days 00:00:34,0 days 00:00:01,0 days 03:34:27,7 days 02:12:32
0 days 00:00:30,0 days 00:00:01,0 days 00:00:02,0 days 00:00:18
0 days 00:00:28,0 days 00:00:01,0 days 02:54:46,0 days 00:00:06
0 days 00:00:16,0 days 00:00:01,0 days 02:47:12,31 days 17:31:48
0 days 00:00:28,0 days 00:00:00,0 days 01:19:37,0 days 00:00:00
0 days 00:00:28,0 days 00:00:01,0 days 03:41:46,7 days 03:17:53
0 days 00:00:11,4 days 22:01:46,0 days 03:02:20,7 days 03:29:47
0 days 00:00:28,0 days 00:00:01,0 days 03:31:50,9 days 23:27:27
69 days 20:19:33,69 days 20:18:50,69 days 20:18:52,0 days 00:00:10
0 days 00:00:13,2 days 21:25:28,0 days 18:45:14,5 days 21:50:27
0 days 00:00:29,4 days 20:44:57,8 days 02:40:37,0 days 00:00:06
0 days 00:04:40,0 days 00:00:01,2 days 18:13:21,8 days 02:37:12
0 days 00:10:39,0 days 00:00:01,2 days 18:24:31,5 days 21:51:37
0 days 00:00:11,0 days 00:00:00,2 days 18:24:35,23 days 23:11:16
74 days 22:31:19,74 days 22:31:08,75 days 18:05:07,4 days 16:28:05
0 days 00:00:12,0 days 00:00:01,2 days 18:36:16,30 days 00:19:33
0 days 00:00:14,0 days 00:00:00,0 days 04:28:59,10 days 02:11:58
0 days 00:00:26,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:24,0 days 00:00:01,2 days 18:24:18,15 days 00:42:37
0 days 00:00:19,0 days 00:00:00,2 days 18:44:05,28 days 00:57:00
0 days 00:00:22,11 days 19:59:48,0 days 04:10:30,2 days 00:41:51
0 days 00:00:24,0 days 00:00:01,2 days 18:49:24,6 days 02:08:09
0 days 00:00:14,0 days 00:00:01,2 days 18:51:53,6 days 02:05:52
0 days 00:00:17,0 days 00:00:00,2 days 18:46:44,29 days 02:12:55
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:15,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:00:20,0 days 00:00:01,2 days 17:49:42,13 days 05:10:14
0 days 00:01:46,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:18,0 days 00:00:01,2 days 18:06:23,6 days 05:31:42
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:45,2 days 21:13:51,0 days 20:08:33,14 days 01:36:15
0 days 00:00:16,125 days 00:51:56,0 days 15:54:25,0 days 00:00:05
0 days 00:00:18,5 days 01:35:43,,0 days 00:00:00
0 days 00:01:07,0 days 00:00:00,4 days 21:20:28,0 days 00:00:03
0 days 00:00:11,2 days 21:54:49,0 days 18:54:20,9 days 03:26:18
0 days 00:02:08,2 days 15:57:54,0 days 00:00:01,2 days 04:19:23
0 days 00:00:10,3 days 00:40:49,0 days 19:06:04,5 days 02:08:43
0 days 00:00:23,0 days 00:00:00,2 days 17:37:53,15 days 01:37:43
0 days 00:00:17,3 days 17:14:47,0 days 03:00:56,7 days 05:28:43
0 days 00:00:22,0 days 00:00:00,2 days 17:32:45,1 days 00:29:38
0 days 00:00:27,2 days 19:35:19,0 days 19:31:41,10 days 05:34:36
0 days 00:10:22,0 days 00:00:01,0 days 04:29:17,0 days 00:01:02
0 days 00:00:22,3 days 17:34:03,0 days 03:13:15,8 days 02:26:04
0 days 00:00:12,0 days 00:00:00,2 days 17:25:18,8 days 03:13:42
0 days 00:00:18,4 days 19:57:31,0 days 00:00:01,29 days 01:31:50
0 days 00:00:06,2 days 19:36:14,0 days 19:37:45,5 days 01:29:47
0 days 00:00:08,0 days 00:00:00,2 days 17:10:02,6 days 00:00:30
0 days 00:00:17,0 days 00:00:01,45 days 16:17:05,0 days 00:00:05
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:03
0 days 00:00:28,0 days 00:00:01,2 days 17:46:19,6 days 01:01:39
0 days 00:00:34,0 days 00:00:01,0 days 04:12:47,8 days 04:13:39
0 days 00:00:17,0 days 00:00:01,2 days 17:24:57,6 days 01:01:54
0 days 00:00:30,0 days 00:00:01,2 days 17:04:21,8 days 04:32:54
0 days 00:08:24,0 days 00:00:01,2 days 17:04:53,28 days 01:41:15
0 days 00:00:28,0 days 00:00:01,2 days 18:18:52,14 days 23:54:24
0 days 00:00:30,0 days 00:00:01,2 days 17:04:32,0 days 23:55:04
0 days 00:00:17,0 days 00:00:01,2 days 18:36:02,36 days 03:22:39
0 days 00:00:16,0 days 00:00:01,2 days 17:08:07,1 days 02:20:39
0 days 00:00:23,0 days 00:00:01,2 days 17:18:34,6 days 02:02:08
0 days 00:00:10,0 days 00:00:01,2 days 17:25:17,16 days 01:40:29
0 days 00:00:15,0 days 00:00:01,2 days 17:23:14,6 days 01:51:39
0 days 00:01:44,0 days 00:00:01,2 days 16:56:49,15 days 00:16:56
0 days 00:00:39,0 days 00:00:00,2 days 17:24:48,9 days 03:26:14
0 days 00:00:09,2 days 23:04:40,9 days 19:58:09,0 days 00:00:04
0 days 00:00:49,2 days 18:29:13,0 days 19:17:30,10 days 04:00:36
0 days 00:00:24,0 days 00:00:01,2 days 17:04:18,0 days 00:00:05
0 days 00:01:39,4 days 19:16:55,0 days 03:54:04,0 days 00:00:00
0 days 00:00:09,0 days 00:00:00,2 days 16:56:18,6 days 02:49:40
0 days 00:00:23,0 days 00:00:01,2 days 17:05:35,7 days 05:34:33
0 days 00:01:21,2 days 21:58:53,0 days 19:13:43,9 days 04:17:07
9 days 18:18:51,9 days 18:18:33,5 days 02:47:09,0 days 00:00:42
0 days 00:00:35,0 days 00:00:01,2 days 16:50:00,13 days 03:35:33
0 days 00:00:32,0 days 00:00:00,10 days 16:35:10,0 days 00:00:03
0 days 00:04:33,0 days 00:00:00,2 days 16:34:52,6 days 03:27:30
0 days 00:00:25,2 days 22:12:10,0 days 03:46:08,8 days 03:07:12
0 days 00:00:23,2 days 00:24:30,0 days 19:18:53,10 days 02:43:49
0 days 00:01:37,1 days 23:36:53,0 days 05:14:40,10 days 02:51:57
0 days 00:00:08,9 days 04:52:30,0 days 04:55:03,9 days 01:23:17
0 days 00:00:17,0 days 00:00:01,0 days 03:27:25,6 days 01:36:33
0 days 00:00:14,0 days 00:00:00,0 days 03:10:01,6 days 01:44:00
0 days 00:00:26,0 days 00:00:01,0 days 03:11:56,6 days 02:07:57
0 days 00:00:35,0 days 00:00:01,0 days 03:23:04,2 days 03:46:25
0 days 00:00:12,0 days 00:00:00,0 days 02:50:08,8 days 04:52:32
0 days 00:00:24,0 days 00:00:00,0 days 03:08:54,7 days 02:54:44
0 days 00:00:15,1 days 02:11:12,0 days 03:15:23,8 days 23:29:49
0 days 00:00:59,2 days 07:28:14,0 days 00:00:00,1 days 21:32:39
9 days 05:53:23,0 days 00:00:01,0 days 17:21:33,6 days 02:03:10
0 days 00:01:03,0 days 00:00:00,0 days 03:06:47,28 days 03:50:50
0 days 00:00:25,0 days 00:00:01,0 days 03:23:43,76 days 02:57:17
0 days 00:06:30,0 days 00:00:01,0 days 02:40:36,15 days 01:50:51
0 days 00:00:13,0 days 00:00:00,0 days 02:33:30,6 days 18:17:50
0 days 00:00:21,0 days 00:00:01,0 days 03:18:01,1 days 00:19:25
0 days 00:00:18,0 days 00:00:00,0 days 02:44:40,20 days 02:08:02
0 days 00:00:21,0 days 00:00:00,0 days 02:25:31,6 days 02:52:53
22 days 07:33:05,22 days 07:32:50,23 days 02:17:15,0 days 19:13:22
0 days 00:00:33,0 days 00:00:01,0 days 03:13:16,9 days 03:41:07
0 days 00:00:20,0 days 00:00:01,0 days 02:12:19,13 days 02:34:57
0 days 00:00:15,0 days 00:00:01,0 days 05:21:25,6 days 03:35:31
0 days 00:00:11,0 days 00:00:01,0 days 02:06:00,33 days 18:28:50
0 days 00:00:13,0 days 00:00:01,0 days 02:41:21,5 days 21:36:25
0 days 00:00:10,0 days 00:00:00,0 days 03:09:11,7 days 03:17:22
0 days 00:00:25,0 days 00:00:00,0 days 02:07:25,22 days 18:11:19
0 days 00:00:14,0 days 00:00:01,0 days 05:14:05,8 days 04:53:56
0 days 00:00:16,0 days 00:00:00,0 days 02:01:23,5 days 19:36:09
0 days 00:00:14,0 days 00:00:00,0 days 03:09:11,5 days 22:38:03
0 days 00:00:21,0 days 00:00:01,0 days 03:14:05,0 days 00:00:04
0 days 00:00:22,0 days 00:00:01,0 days 02:04:17,0 days 00:00:04
0 days 00:00:15,0 days 00:00:00,0 days 04:29:11,4 days 22:52:59
0 days 00:00:18,0 days 00:00:01,0 days 02:51:07,8 days 06:02:44
0 days 00:00:13,1 days 03:44:44,0 days 18:06:14,23 days 02:01:40
0 days 00:00:09,2 days 00:07:51,,8 days 07:17:04
0 days 00:00:36,1 days 00:43:39,0 days 02:36:54,13 days 00:28:57
0 days 00:00:17,0 days 00:00:01,0 days 02:33:43,22 days 02:40:27
0 days 00:00:19,0 days 00:00:01,0 days 00:00:01,0 days 00:00:15
0 days 00:00:34,0 days 00:00:00,0 days 03:20:10,6 days 22:42:40
0 days 00:01:06,0 days 00:00:00,0 days 00:00:01,0 days 00:00:07
0 days 00:00:19,0 days 00:00:01,0 days 00:00:02,0 days 00:00:13
0 days 00:01:39,0 days 00:00:01,0 days 00:00:01,0 days 00:00:07
0 days 00:00:13,0 days 00:00:00,0 days 03:17:00,5 days 19:38:26
0 days 00:00:16,0 days 00:00:00,0 days 02:28:36,59 days 03:13:54
0 days 00:00:17,0 days 00:00:01,0 days 03:36:44,15 days 01:19:44
0 days 00:00:10,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:02:27,0 days 00:00:00,,2 days 02:43:59
0 days 00:00:20,0 days 00:00:01,0 days 03:35:36,34 days 20:30:11
0 days 00:00:39,0 days 00:00:01,0 days 07:07:01,10 days 04:15:36
0 days 00:00:24,0 days 00:00:01,0 days 03:47:47,15 days 17:13:40
0 days 00:01:20,0 days 00:00:01,0 days 00:00:01,0 days 00:00:03
0 days 00:00:28,0 days 00:00:01,0 days 04:37:19,15 days 22:09:06
0 days 00:00:20,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:27,0 days 00:00:01,0 days 04:03:38,0 days 23:54:34
0 days 00:00:23,0 days 00:00:00,0 days 03:27:00,43 days 04:54:12
0 days 00:00:15,0 days 00:00:01,0 days 03:15:47,49 days 02:48:35
94 days 04:36:08,94 days 04:35:56,241 days 02:23:02,0 days 00:02:34
0 days 00:00:57,8 days 01:01:27,0 days 04:48:27,7 days 21:26:57
0 days 00:00:17,0 days 00:00:00,0 days 00:00:01,0 days 00:00:07
0 days 00:00:20,0 days 00:00:01,0 days 03:58:33,7 days 03:12:46
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:15,0 days 00:00:00,0 days 00:00:01,0 days 00:00:06
0 days 00:00:14,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:14,0 days 00:00:00,0 days 00:00:01,0 days 00:00:05
0 days 00:00:11,0 days 00:00:00,0 days 03:51:31,8 days 20:56:16
0 days 00:00:18,0 days 00:00:01,0 days 04:43:57,16 days 16:50:34
0 days 00:00:38,0 days 00:00:00,0 days 04:23:28,6 days 03:01:21
0 days 00:00:25,0 days 00:00:01,0 days 00:00:01,0 days 00:00:37
0 days 00:00:22,8 days 01:29:55,0 days 04:44:23,21 days 04:22:40
0 days 00:01:48,0 days 00:00:01,0 days 00:00:02,0 days 00:00:30
0 days 00:00:54,0 days 00:00:00,0 days 22:27:11,5 days 01:41:54
0 days 00:00:25,0 days 00:00:01,0 days 03:51:50,14 days 02:06:17
0 days 00:01:04,0 days 00:00:00,0 days 00:00:01,0 days 00:00:25
0 days 00:00:27,0 days 00:00:01,0 days 04:13:50,12 days 20:14:53
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:23
0 days 00:00:26,0 days 00:00:01,0 days 03:41:19,7 days 23:06:03
0 days 00:00:14,1 days 22:56:50,0 days 03:45:46,8 days 23:29:04
0 days 00:00:25,0 days 00:00:01,0 days 04:41:03,7 days 06:10:10
0 days 00:00:39,0 days 00:00:01,0 days 06:44:43,0 days 00:00:08
0 days 00:00:54,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:04:11,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:07,0 days 00:00:00,0 days 00:00:02,0 days 00:00:03
0 days 00:00:20,0 days 00:00:01,0 days 04:15:39,7 days 03:08:44
0 days 00:00:08,0 days 00:00:01,0 days 00:00:01,0 days 00:00:15
0 days 00:01:27,1 days 01:43:49,0 days 04:30:11,22 days 17:37:43
0 days 00:00:29,0 days 00:00:01,0 days 03:50:35,8 days 19:46:43
0 days 00:00:55,0 days 00:00:00,0 days 03:19:58,10 days 05:20:33
0 days 00:00:16,0 days 00:00:00,0 days 00:00:01,0 days 00:00:08
0 days 00:00:19,11 days 04:26:56,0 days 00:00:01,0 days 00:00:26
0 days 00:00:14,0 days 04:54:11,0 days 18:55:00,9 days 04:40:19
0 days 00:00:28,0 days 00:00:01,0 days 04:07:45,9 days 02:15:38
0 days 00:00:11,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:24,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:22,0 days 00:00:01,0 days 03:48:33,27 days 21:20:28
0 days 00:00:15,0 days 00:00:00,0 days 04:03:03,10 days 07:39:25
0 days 00:00:19,0 days 00:00:01,0 days 03:37:42,6 days 02:31:53
0 days 00:01:43,0 days 00:00:01,0 days 03:11:02,27 days 03:01:47
0 days 00:00:38,0 days 00:00:00,0 days 04:03:03,7 days 22:32:05
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:16,0 days 00:00:01,0 days 04:13:10,10 days 00:37:12
0 days 00:00:15,2 days 04:01:33,,0 days 00:00:32
0 days 00:37:50,0 days 00:00:01,0 days 04:05:28,14 days 05:48:21
0 days 00:00:14,0 days 00:00:01,11 days 03:24:57,0 days 00:00:04
0 days 00:00:12,0 days 00:00:01,0 days 02:25:11,8 days 22:31:58
0 days 00:01:09,2 days 04:49:37,0 days 00:00:00,2 days 02:13:26
0 days 00:00:20,0 days 00:00:01,0 days 04:14:47,15 days 00:32:06
0 days 00:00:18,0 days 00:00:01,0 days 04:07:39,14 days 02:51:25
0 days 00:00:14,0 days 00:00:00,0 days 00:00:02,0 days 00:00:03
0 days 00:03:01,0 days 00:00:01,0 days 00:00:01,0 days 00:00:36
0 days 00:00:14,0 days 00:00:01,0 days 04:26:51,14 days 18:34:23
0 days 00:00:29,0 days 00:00:01,0 days 04:33:44,1 days 02:12:48
0 days 00:00:13,1 days 02:11:27,0 days 18:07:35,19 days 01:02:28
0 days 00:00:51,1 days 03:47:40,0 days 18:12:07,15 days 19:09:28
0 days 00:00:10,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:00:11,0 days 00:00:01,0 days 00:00:01,0 days 00:00:21
0 days 00:00:16,0 days 00:00:01,15 days 00:34:28,0 days 00:00:07
0 days 00:00:15,0 days 00:00:01,0 days 04:12:19,6 days 02:01:29
0 days 00:00:17,0 days 00:00:01,0 days 00:00:01,0 days 00:00:19
0 days 00:00:25,0 days 00:00:01,0 days 00:00:01,0 days 00:03:11
0 days 00:02:29,0 days 00:00:01,0 days 04:15:11,7 days 02:59:55
0 days 00:00:12,0 days 00:00:01,0 days 04:14:24,6 days 03:05:53
0 days 00:00:21,0 days 00:00:01,0 days 04:03:39,38 days 02:02:49
0 days 00:00:15,0 days 00:00:01,0 days 04:30:46,5 days 05:23:47
0 days 00:00:10,0 days 00:00:00,,10 days 23:31:54
0 days 00:00:21,10 days 22:38:30,1 days 02:07:52,9 days 02:48:22
0 days 00:00:14,0 days 00:00:01,0 days 04:06:59,6 days 19:41:13
0 days 00:00:21,1 days 00:48:44,0 days 03:07:08,9 days 04:25:33
0 days 00:00:26,0 days 00:00:01,0 days 04:15:48,7 days 05:36:39
0 days 00:00:23,0 days 00:00:01,0 days 06:02:35,6 days 03:16:58
0 days 00:00:19,0 days 00:00:01,0 days 04:11:31,10 days 06:42:37
0 days 00:00:14,0 days 00:00:01,0 days 00:00:01,0 days 00:00:03
0 days 00:00:33,0 days 00:00:00,0 days 03:58:33,12 days 23:54:07
0 days 00:00:21,0 days 00:00:01,0 days 21:59:54,20 days 02:46:41
52 days 23:08:03,0 days 00:00:00,0 days 01:39:35,22 days 03:43:37
0 days 00:00:15,0 days 00:00:01,0 days 04:09:28,8 days 06:17:32
0 days 00:00:09,0 days 00:00:00,0 days 04:07:47,13 days 05:55:52
0 days 00:00:14,0 days 00:00:01,0 days 05:35:38,23 days 01:23:43
0 days 00:00:18,0 days 00:00:00,0 days 05:06:01,10 days 06:15:30
0 days 00:00:23,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:25,0 days 00:00:00,0 days 03:35:56,22 days 18:23:27
0 days 00:00:12,0 days 00:00:01,0 days 04:23:09,17 days 03:01:24
0 days 00:02:43,0 days 00:00:01,0 days 03:30:54,10 days 05:19:39
0 days 00:00:20,0 days 00:00:01,0 days 03:54:27,6 days 20:08:48
0 days 00:00:30,0 days 00:00:01,0 days 04:05:09,8 days 04:15:58
0 days 00:00:22,0 days 00:00:01,0 days 05:16:46,4 days 03:54:54
0 days 00:00:14,1 days 23:40:45,,0 days 00:00:00
0 days 00:00:20,0 days 00:00:01,0 days 00:00:02,0 days 00:00:09
0 days 00:00:09,0 days 00:00:01,0 days 03:40:40,13 days 02:06:14
0 days 00:00:20,0 days 00:00:00,0 days 05:19:23,8 days 06:02:56
0 days 00:00:23,1 days 22:27:06,,7 days 04:38:48
0 days 00:01:13,0 days 00:00:01,0 days 04:22:07,0 days 00:00:05
9 days 20:27:15,9 days 20:26:58,9 days 23:36:40,0 days 00:00:10
0 days 00:00:57,0 days 00:00:01,0 days 04:38:00,5 days 22:13:52
0 days 00:00:27,0 days 00:00:00,0 days 05:23:07,0 days 00:00:06
0 days 00:00:21,0 days 00:00:01,0 days 00:00:01,0 days 00:01:03
0 days 00:00:21,0 days 00:00:00,0 days 05:26:35,7 days 22:38:37
0 days 00:00:26,0 days 00:00:01,0 days 05:06:44,35 days 02:35:53
0 days 00:00:13,0 days 00:00:01,0 days 05:23:20,7 days 04:12:34
0 days 00:00:20,0 days 00:00:00,49 days 01:56:36,0 days 00:00:18
0 days 00:00:20,0 days 00:00:01,0 days 19:03:04,12 days 20:55:28
0 days 00:00:38,0 days 00:00:00,0 days 05:22:44,9 days 22:25:56
0 days 00:00:15,0 days 00:00:01,0 days 21:43:31,14 days 00:26:38
91 days 20:55:27,0 days 00:00:01,0 days 01:35:25,20 days 23:38:48
0 days 00:00:13,0 days 00:00:00,0 days 19:54:02,5 days 01:48:08
0 days 00:00:07,0 days 00:00:00,,2 days 04:00:29
0 days 00:00:25,0 days 00:00:00,0 days 04:48:11,9 days 23:46:32
0 days 00:00:44,0 days 00:00:01,0 days 19:25:02,8 days 22:10:10
0 days 00:00:27,212 days 23:26:54,0 days 02:27:26,8 days 01:17:57
0 days 00:00:13,0 days 00:00:01,0 days 18:53:50,5 days 21:31:07
0 days 00:00:21,0 days 00:00:01,0 days 19:55:51,6 days 03:01:12
0 days 00:00:31,0 days 00:00:01,1 days 00:18:09,20 days 01:54:13
0 days 00:00:15,1 days 04:15:31,0 days 17:51:11,0 days 00:00:00
0 days 00:00:12,0 days 00:00:01,0 days 19:40:31,6 days 03:24:03
0 days 00:00:14,0 days 00:00:01,0 days 19:28:54,12 days 23:39:11
0 days 18:44:04,0 days 18:43:42,0 days 18:43:56,148 days 19:51:42
0 days 00:00:08,0 days 00:00:01,0 days 19:59:09,5 days 01:33:58
0 days 00:00:16,0 days 00:00:01,0 days 20:08:16,5 days 02:46:30
0 days 00:00:17,0 days 00:00:00,0 days 19:19:55,6 days 23:56:00
0 days 00:00:24,9 days 03:04:03,0 days 00:00:01,0 days 00:00:03
0 days 00:00:46,0 days 00:00:01,0 days 19:55:58,5 days 01:34:08
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:03
0 days 00:00:23,0 days 00:00:01,0 days 20:06:54,6 days 04:06:48
0 days 00:00:30,0 days 00:00:01,0 days 20:04:00,33 days 01:23:45
0 days 00:00:18,0 days 00:00:01,0 days 19:04:37,9 days 02:11:46
0 days 00:00:16,0 days 00:00:01,0 days 19:39:36,9 days 05:10:59
0 days 00:00:14,0 days 00:00:00,0 days 00:00:01,0 days 00:00:07
0 days 00:00:08,1 days 04:34:21,,27 days 03:22:20
0 days 00:00:18,0 days 00:00:00,0 days 00:00:01,0 days 00:00:11
0 days 00:00:06,0 days 00:00:00,0 days 00:00:01,0 days 00:00:04
0 days 00:00:21,0 days 00:00:01,0 days 19:46:20,5 days 03:00:29
0 days 00:00:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:20,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:07:56,0 days 00:00:01,0 days 19:59:47,12 days 03:09:34
0 days 00:00:12,0 days 00:00:00,0 days 00:00:01,0 days 00:00:11
0 days 00:00:18,0 days 00:00:01,0 days 20:09:07,8 days 04:05:54
0 days 00:02:06,1 days 01:50:33,0 days 18:51:52,0 days 00:00:00
0 days 00:00:34,0 days 00:00:01,0 days 20:07:06,16 days 04:19:32
0 days 00:00:16,0 days 00:00:00,0 days 19:44:02,33 days 02:25:14
0 days 00:00:24,0 days 00:00:01,0 days 19:41:52,35 days 02:18:02
0 days 00:00:16,0 days 00:00:00,0 days 20:16:33,5 days 03:01:06
0 days 00:00:16,0 days 00:00:01,0 days 20:15:07,9 days 05:57:33
